u408,j210837,0
u408,j57884,0
u408,j50386,0
u408,j60646,0
u408,j126201,0
u408,j183354,0
u408,j59125,0
u408,j224543,0
u408,j3300,0
u408,j231019,0
u408,j228347,0
u408,j239152,0
u408,j264359,0
u408,j189001,0
u408,j117865,0
u408,j57742,0
u408,j239822,0
u408,j183091,0
u408,j239844,0
u408,j199418,0
u408,j162271,0
u408,j248141,0
u408,j211307,0
u408,j175151,0
u408,j179423,0
u408,j136322,0
u408,j64319,1
u408,j99618,1
u408,j111192,3
u408,j104424,3
u408,j10063,1
u408,j145598,2
u408,j202432,1
u408,j218228,2
u408,j197623,2
u408,a166a17347edb20b22818ffa94c02366,1
u408,j44268,2
u408,j165314,1
u408,j100411,1
u408,j255420,1
u408,j47018,1
u408,j73331,3
u408,j245816,2
u408,j66842,1
u408,j5639,2
u408,j160140,1
u408,j83675,2
u408,j169288,2
u408,j113584,3
u408,c706e9e2d8ea1c661e5ecf0517bac13b,2
u408,j226443,3
u408,j183691,1
u408,j154201,3
u408,j34834,1
u408,j147669,1
u408,j170499,1
u408,c225920618f0f1865d8e6cd1c60a9b71,1
u408,b7fce4a93d50437f7177f18b564acc65,1
u408,j222468,3
u408,j14026,1
u408,j233268,1
u408,j143620,1
u408,j196492,1
u408,j239152,1
u408,j184631,1
u408,eb8c4a2cddce1dfd8634c7e5b94819e0,1
u408,j72701,1
u408,j28653,1
u408,j37332,1
u408,j46463,1
u408,j183091,1
u408,j92431,1
u408,j79850,1
u408,j235551,2
u408,j205416,1
u408,j198348,1
u408,j17469,1
u408,j232393,2
u408,j128832,1
u408,j112985,1
u408,j98925,1
u408,j46613,1
u408,j221768,1
u408,j205538,2
u408,j225083,1
u408,j222953,1
u408,j206230,1
u408,j29661,3
u408,j88837,1
u408,j247377,1
u408,j57100,1
u408,j176589,1
u408,j72701,1
u408,j92352,1
u408,j200402,1
u408,j205862,1
u408,j55120,1
u408,j215157,2
u408,j215157,1
u408,j205416,1
u408,j26599,1
u408,j12017,3
u408,j62718,1
u408,j141676,1
u408,j75597,1
